address,size,price,garage,bedroom,bathroom,url
"Bigorrilho, Curitiba - PR",126,R$ 1.111.493,3 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-126m2-venda-RS1111493-id-2506965457/
"Rua Fernando de Noronha, 2160 - Santa Cândida, Curitiba - PR",83,R$ 315.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-santa-candida-bairros-curitiba-com-garagem-83m2-venda-RS315000-id-2509628687/
"Avenida Senador Salgado Filho, 6155 - Uberaba, Curitiba - PR",49,R$ 239.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-uberaba-bairros-curitiba-com-garagem-49m2-venda-RS239000-id-2494498179/
"Rua Luciano Piuzzi - Pinheirinho, Curitiba - PR",38,R$ 199.900,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-38m2-venda-RS199900-id-2506949208/
"Rua Herculano Carlos Franco de Souza, 628 - Água Verde, Curitiba - PR",273,R$ 1.980.000,3 Vagas,2 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-273m2-venda-RS1980000-id-2509687435/
"Rua Engenheiro Arthur Bettes, 49 - Portão, Curitiba - PR",102-108,R$ 708.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/evora-8279/
"Rua Guaianazes, 882 - Vila Izabel, Curitiba - PR",77-98,R$ 675.000,1-2 Vagas,2-3 Quartos,1-2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/stanford-9171/
"Rua Mariano Torres, 573 - Centro, Curitiba - PR",10,R$ 786.300,1 Vaga,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-10m2-venda-RS786300-id-2482565411/
"Rua Engenheiro Lourival Maciel, 684 - Mossunguê, Curitiba - PR",50,"A partir de
R$ 264.900",1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/cubo-684-2485683805/
"Juvevê, Curitiba - PR",133,R$ 1.380.000,2 Vagas,4 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-juveve-bairros-curitiba-com-garagem-133m2-venda-RS1380000-id-2509776636/
"Avenida João Gualberto, 575 - Alto da Glória, Curitiba - PR",98,R$ 603.000,1 Vaga,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-com-garagem-98m2-venda-RS603000-id-2499227591/
"Rua João Geara, 127 - Portão, Curitiba - PR",80,R$ 660.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-80m2-venda-RS660000-id-2509045219/
"Rua João Geara, 127 - Água Verde, Curitiba - PR",80,R$ 559.900,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-80m2-venda-RS559900-id-2490010832/
"Rua Professor Assis Gonçalves, 911 - Água Verde, Curitiba - PR",77,R$ 591.800,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-77m2-venda-RS591800-id-2504200498/
"Rua Deputado Heitor Alencar Furtado - Campo Comprido, Curitiba - PR",174,R$ 1.989.000,3 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-174m2-venda-RS1989000-id-2507591285/
"Rua Edmundo Alberto Mercer, 425 - Tingui, Curitiba - PR",25-64,"A partir de
R$ 141.900",-- Vagas,1-2 Quartos,1-2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/hope-city-habitat-2496863581/
"Batel, Curitiba - PR",101,R$ 638.000,1 Vaga,2 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-batel-bairros-curitiba-com-garagem-101m2-venda-RS638000-id-2510020814/
"Rua Nossa Senhora de Nazaré, 1556 - Boa Vista, Curitiba - PR",64,R$ 280.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-vista-bairros-curitiba-com-garagem-64m2-venda-RS280000-id-2490271477/
"Avenida Prefeito Maurício Fruet, 2030 - Cajuru, Curitiba - PR",49,R$ 256.600,-- Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cajuru-bairros-curitiba-49m2-venda-RS256600-id-2509880234/
"Rua Edmundo Alberto Mercer, 425 - Tingui, Curitiba - PR",55,R$ 226.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tingui-bairros-curitiba-com-garagem-55m2-venda-RS226000-id-2509741636/
"Rua Ângelo Nabosne - Cidade Industrial, Curitiba - PR",161,R$ 1.177.990,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cidade-industrial-bairros-curitiba-com-garagem-161m2-venda-RS1177990-id-2507543194/
"Rua Poeta Francisco Ferreira Leite, 40 - Cristo Rei, Curitiba - PR",67,R$ 245.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-67m2-venda-RS245000-id-2497495845/
"Rua Natal Cecone, 238 - Mossunguê, Curitiba - PR",142-267,R$ 1.250.000,2-4 Vagas,3-4 Quartos,2-3 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/edificio-albertville-8288/
"Rua Engenheiro Niepce da Silva, 290 - Portão, Curitiba - PR",56,R$ 259.900,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-56m2-venda-RS259900-id-2486810501/
"Rua Pedro Fabri - Cabral, Curitiba - PR",113,R$ 690.000,1 Vaga,4 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabral-bairros-curitiba-com-garagem-113m2-venda-RS690000-id-2508216703/
"Rua Guilherme Lunardon - Pilarzinho, Curitiba - PR",57,R$ 165.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-pilarzinho-bairros-curitiba-com-garagem-57m2-venda-RS165000-id-2506490487/
"Rua Carlos Dietzsch, 541 - Portão, Curitiba - PR",61,R$ 415.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-61m2-venda-RS415000-id-2505969477/
"Rua Alberto Bolliger, 744 - Juvevê, Curitiba - PR",119,R$ 938.000,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-119m2-venda-RS938000-id-2482076176/
"Rua Senador Accioly Filho - Cidade Industrial, Curitiba - PR",55,R$ 160.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cidade-industrial-bairros-curitiba-com-garagem-55m2-venda-RS160000-id-2468342508/
"Rua Pedro Nicco, 48 - Mossunguê, Curitiba - PR",10,R$ 114.900,-- Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imoveis-lancamento/one-ecoville-2486031378/
"Rua Eduardo Geronasso - Bacacheri, Curitiba - PR",85,R$ 450.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-85m2-venda-RS450000-id-2504004023/
"Rua Ângelo Tozim - Campo de Santana, Curitiba - PR",45,R$ 120.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-campo-de-santana-bairros-curitiba-com-garagem-45m2-venda-RS120000-id-2509048489/
"Rua Acyr Guimarães, 105 - Água Verde, Curitiba - PR",328,R$ 1.450.000,4 Vagas,4 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-agua-verde-bairros-curitiba-com-garagem-328m2-venda-RS1450000-id-2492511689/
"Rua Professor Orlando Alves Chaves - Portão, Curitiba - PR",66,R$ 360.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-66m2-venda-RS360000-id-2501481188/
"Rua Capitão Souza Franco, 965 - Bigorrilho, Curitiba - PR",189,R$ 765.000,2 Vagas,4 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-bigorrilho-bairros-curitiba-com-garagem-189m2-venda-RS765000-id-2508371186/
"Rua Voluntários da Pátria, 442 - Centro, Curitiba - PR",180,R$ 470.000,1 Vaga,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-180m2-venda-RS470000-id-2498075985/
"Rua José Izidoro Biazetto, 281 - Campo Comprido, Curitiba - PR",52-53,R$ 308.900,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/residencial-chateau-belvedere-2437052736/
"Rua Alferes Ângelo Sampaio, 3000 - Mercês, Curitiba - PR",107,R$ 1.251.800,2 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-107m2-venda-RS1251800-id-2482655718/
"Portão, Curitiba - PR",47,R$ 210.000,1 Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-portao-bairros-curitiba-com-garagem-47m2-venda-RS210000-id-2507585515/
"Rua José Sabóia Cortes, 275 - Centro Cívico, Curitiba - PR",111,R$ 836.000,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-civico-bairros-curitiba-com-garagem-111m2-venda-RS836000-id-2503335335/
"Rua Professor Luiz César, 705 - Água Verde, Curitiba - PR",92,R$ 485.000,1 Vaga,4 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-agua-verde-bairros-curitiba-com-garagem-92m2-venda-RS485000-id-2509620231/
"Rua Jovino do Rosário, 1526 - Boa Vista, Curitiba - PR",51,R$ 333.513,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-vista-bairros-curitiba-com-garagem-51m2-venda-RS333513-id-2504892890/
"Rua Bororós, 467 - Vila Izabel, Curitiba - PR",77,R$ 530.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-77m2-venda-RS530000-id-2507734938/
"Rua Engenheiro Arthur Bettes, 49 - Portão, Curitiba - PR",102-108,R$ 708.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/evora-8279/
"Rua Guaianazes, 882 - Vila Izabel, Curitiba - PR",77-98,R$ 675.000,1-2 Vagas,2-3 Quartos,1-2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/stanford-9171/
"Rua Alcino Guanabara, 2100 - Hauer, Curitiba - PR",85,R$ 280.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-hauer-bairros-curitiba-com-garagem-85m2-venda-RS280000-id-2508275922/
"Rua Deputado Heitor Alencar Furtado, 3273 - Campo Comprido, Curitiba - PR",341,Sob Consulta,4 Vagas,3-4 Quartos,4-5 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/seventy-upper-mansion-2493773323/
"Rua Saldanha Marinho - Batel, Curitiba - PR",496,R$ 7.029.600,5 Vagas,4 Quartos,7 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-496m2-venda-RS7029600-id-2507542714/
"Rua Alferes Ângelo Sampaio - Água Verde, Curitiba - PR",96,R$ 895.000,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-96m2-venda-RS895000-id-2500898596/
"Rua Dom João VI, 459 - Cajuru, Curitiba - PR",79,R$ 345.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cajuru-bairros-curitiba-com-garagem-79m2-venda-RS345000-id-2501993389/
"Avenida Marechal Mascarenhas de Moraes, 1820 - Atuba, Curitiba - PR",53,R$ 250.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-atuba-bairros-curitiba-com-garagem-53m2-venda-RS250000-id-2510442185/
"Travessa João Turin, 118 - Batel, Curitiba - PR",302,R$ 1.800.000,3 Vagas,4 Quartos,6 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-302m2-venda-RS1800000-id-2498711079/
"Rua Mariano Torres, 958 - Centro, Curitiba - PR",33,R$ 135.000,-- Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-33m2-venda-RS135000-id-2507776188/
"Rua Theodoro Makiolka, 466 - Santa Cândida, Curitiba - PR",68-77,"A partir de
R$ 191.400",1 Vaga,2-3 Quartos,1 Banheiro,https://www.vivareal.com.br/imoveis-lancamento/villaggio-san-marino-2482569890/
"Rua Silveira Peixoto - Batel, Curitiba - PR",27,R$ 220.000,-- Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-batel-bairros-curitiba-27m2-venda-RS220000-id-2493190980/
"Rua Mateus Leme, 1480 - Centro Cívico, Curitiba - PR",114,R$ 360.000,1 Vaga,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-civico-bairros-curitiba-com-garagem-114m2-venda-RS360000-id-2492197530/
"Rua Padre Agostinho - Bigorrilho, Curitiba - PR",209,R$ 1.080.000,3 Vagas,4 Quartos,6 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-bigorrilho-bairros-curitiba-com-garagem-209m2-venda-RS1080000-id-2509481085/
"Rua Pasteur - Batel, Curitiba - PR",154,R$ 590.000,1 Vaga,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-154m2-venda-RS590000-id-2504277730/
"Rua Synval Stocchero, 75 - Augusta, Curitiba - PR",48,R$ 135.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-augusta-bairros-curitiba-com-garagem-48m2-venda-RS135000-id-2510579492/
"Rua Orlando Albino Von der Osten, 188 - Novo Mundo, Curitiba - PR",52,R$ 269.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-novo-mundo-bairros-curitiba-com-garagem-52m2-venda-RS269000-id-2482094117/
"Rua Oscar Gomes de Oliveira - Santa Cândida, Curitiba - PR",50,R$ 204.000,-- Vaga,2-3 Quartos,1 Banheiro,https://www.vivareal.com.br/imoveis-lancamento/moradas-do-porto-2508678581/
"Rua Francisco Lourenço Johnscher, 610 - Boqueirão, Curitiba - PR",56,R$ 199.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-boqueirao-bairros-curitiba-com-garagem-56m2-venda-RS199000-id-2495042001/
"Rua Daisy Luci Berno, 3616 - Parolin, Curitiba - PR",53,R$ 280.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-parolin-bairros-curitiba-com-garagem-53m2-venda-RS280000-id-2510858351/
"Rua Santa Catarina, 101 - Água Verde, Curitiba - PR",106,R$ 500.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-106m2-venda-RS500000-id-2465034608/
"Rua Theodoro Schneider, 241 - Portão, Curitiba - PR",67,R$ 249.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-67m2-venda-RS249000-id-2498578079/
"Rua Luiz Tramontin, 1977 - Campo Comprido, Curitiba - PR",58,R$ 219.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-58m2-venda-RS219000-id-2500525785/
"Alameda Prudente de Moraes, 129 - Mercês, Curitiba - PR",120,R$ 935.890,2 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-120m2-venda-RS935890-id-2481103595/
"Rua Oscar Gomes de Oliveira, 442 - Santa Cândida, Curitiba - PR",50-97,R$ 201.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imoveis-lancamento/residencial-primavera-2481432274/
"Rua Parintins, 972 - Vila Izabel, Curitiba - PR",67,R$ 400.000,2 Vagas,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-izabel-bairros-curitiba-com-garagem-67m2-venda-RS400000-id-2496053044/
"Centro, Curitiba - PR",105,R$ 370.000,-- Vaga,2 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-curitiba-105m2-venda-RS370000-id-2509377864/
"Estrada Guilherme Weigert, 2245 - Santa Cândida, Curitiba - PR",60,R$ 209.600,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-santa-candida-bairros-curitiba-com-garagem-60m2-venda-RS209600-id-2509519986/
"Rua Coronel Airton Plaisant, 450 - Santa Quitéria, Curitiba - PR",101,R$ 863.650,2 Vagas,2 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-santa-quiteria-bairros-curitiba-com-garagem-101m2-venda-RS863650-id-2482568384/
"Rua Brasílio Itiberê, 2433 - Rebouças, Curitiba - PR",87,R$ 390.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-reboucas-bairros-curitiba-com-garagem-87m2-venda-RS390000-id-2510316915/
"Rua Monsenhor Ivo Zanlorenzi, 1233 - Ecoville, Curitiba - PR",115,R$ 800.000,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-115m2-venda-RS800000-id-2495448881/
"Rua Monsenhor Ivo Zanlorenzi, 4400 - Cidade Industrial, Curitiba - PR",113,Sob Consulta,2 Vagas,2-3 Quartos,1 Banheiro,https://www.vivareal.com.br/imoveis-lancamento/parque-ecoville-torre-barigui-2504454048/
"Rua Professor Dario Veloso - Vila Izabel, Curitiba - PR",62,R$ 545.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-izabel-bairros-curitiba-com-garagem-62m2-venda-RS545000-id-2500898422/
"Rua Tabajaras, 263 - Água Verde, Curitiba - PR",86,R$ 295.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-86m2-venda-RS295000-id-2509976898/
"Rua Lothario Boutin, 220 - Pinheirinho, Curitiba - PR",57,R$ 225.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-57m2-venda-RS225000-id-2482848198/
"Rua Amadeu Assad Yassim, 270 - Bacacheri, Curitiba - PR",53,R$ 290.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bacacheri-bairros-curitiba-com-garagem-53m2-venda-RS290000-id-2506936798/
"Rua Desembargador Antônio Leopoldo dos Santos, 80 - Boa Vista, Curitiba - PR",58,R$ 210.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-vista-bairros-curitiba-com-garagem-58m2-venda-RS210000-id-2504780403/
"Rua Pedro Gusso, 12 - Novo Mundo, Curitiba - PR",38,R$ 220.000,1 Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-novo-mundo-bairros-curitiba-com-garagem-38m2-venda-RS220000-id-2496641495/
"Rua Engenheiro Arthur Bettes, 49 - Portão, Curitiba - PR",102-108,R$ 708.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/evora-8279/
"Rua Guaianazes, 882 - Vila Izabel, Curitiba - PR",77-98,R$ 675.000,1-2 Vagas,2-3 Quartos,1-2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/stanford-9171/
"Ecoville, Curitiba - PR",130,R$ 950.000,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-130m2-venda-RS950000-id-2495787813/
"Rua Monsenhor Ivo Zanlorenzi, 4400 - Cidade Industrial, Curitiba - PR",113,R$ 853.966,2 Vagas,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imoveis-lancamento/parque-ecoville-torre-barigui-2484692889/
"Alameda Presidente Taunay, 2051 - Mercês, Curitiba - PR",109,R$ 420.000,1 Vaga,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-109m2-venda-RS420000-id-2503760081/
"Rua Jovino do Rosário - Boa Vista, Curitiba - PR",88,R$ 420.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-vista-bairros-curitiba-com-garagem-88m2-venda-RS420000-id-2507559473/
"Bacacheri, Curitiba - PR",67,R$ 395.000,2 Vagas,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bacacheri-bairros-curitiba-com-garagem-67m2-venda-RS395000-id-2508370180/
"Rua Doutor Alarico Vieira de Alencar, 327 - Bacacheri, Curitiba - PR",63,R$ 318.180,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bacacheri-bairros-curitiba-com-garagem-63m2-venda-RS318180-id-2447439508/
"Portão, Curitiba - PR",77,R$ 317.800,21 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-77m2-venda-RS317800-id-2499729818/
"Rua Carlos Garibaldi Biazetto, 100 - Boa Vista, Curitiba - PR",57,R$ 270.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-vista-bairros-curitiba-com-garagem-57m2-venda-RS270000-id-2475471216/
"Rua Ladislau Gubaua, 456 - Lamenha Grande, Almirante Tamandaré - PR",41-45,"A partir de
R$ 128.000",1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imoveis-lancamento/uno-ipanema-2484798494/
"Avenida Prefeito Erasto Gaertner, 1637 - Bacacheri, Curitiba - PR",61,R$ 280.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-61m2-venda-RS280000-id-2507602740/
"Avenida Presidente Wenceslau Braz, 1893 - Lindóia, Curitiba - PR",57,R$ 259.900,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lindoia-bairros-curitiba-com-garagem-57m2-venda-RS259900-id-2504686093/
"Rua Gastão Câmara, 533 - Bigorrilho, Curitiba - PR",87,R$ 600.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-87m2-venda-RS600000-id-2503210976/
"Rua Saldanha Marinho, 1850 - Batel, Curitiba - PR",372,R$ 5.951.300,5 Vagas,4 Quartos,6 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-372m2-venda-RS5951300-id-2494864086/
"Rua Mariano Torres, 573 - Centro, Curitiba - PR",107,R$ 774.900,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-107m2-venda-RS774900-id-2507851015/
"Rua Gregório de Matos, 630 - São Lourenço, Curitiba - PR",69,R$ 299.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-sao-lourenco-bairros-curitiba-com-garagem-69m2-venda-RS299000-id-2509739455/
"Rua Carolina Castelli, 800 - Novo Mundo, Curitiba - PR",41-44,R$ 198.990,-- Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imoveis-lancamento/residencial-castellana-2507612092/
"Rua Aviador Vicente Wolski, 109 - Bacacheri, Curitiba - PR",157,R$ 685.000,2 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-157m2-venda-RS685000-id-2504868691/
"Avenida da República, 4140 - Parolin, Curitiba - PR",55,R$ 200.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-parolin-bairros-curitiba-com-garagem-55m2-venda-RS200000-id-2506590895/
"Avenida Nossa Senhora da Luz - Bacacheri, Curitiba - PR",534,R$ 4.894.970,3 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-534m2-venda-RS4894970-id-2510703103/
"Rua José Clementino Bettega, 120 - Capão Raso, Curitiba - PR",78,R$ 465.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capao-raso-bairros-curitiba-com-garagem-78m2-venda-RS465000-id-2475486482/
"Rua Comendador Fontana, 405 - Centro Cívico, Curitiba - PR",101,R$ 549.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-civico-bairros-curitiba-com-garagem-101m2-venda-RS549000-id-2508985616/
"Rua Tibagi, 702 - Centro, Curitiba - PR",29,R$ 99.000,-- Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-29m2-venda-RS99000-id-2504158383/
"Rua Elizio Ferreira do Nascimento, 961 - Tanguá, Almirante Tamandaré - PR",41,"A partir de
R$ 131.400",1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imoveis-lancamento/porto-tingui-2502165587/
"Rua Francisco Rocha, 1483 - Bigorrilho, Curitiba - PR",27,R$ 280.000,1 Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-bigorrilho-bairros-curitiba-com-garagem-27m2-venda-RS280000-id-2507089688/
"Avenida Prefeito Maurício Fruet, 2030 - Cajuru, Curitiba - PR",52,R$ 265.000,-- Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cajuru-bairros-curitiba-52m2-venda-RS265000-id-2509879462/
