address,size,price,garage,bedroom,bathroom,url
"Rua Professor Sebastião Paraná, 715 - Vila Izabel, Curitiba - PR",127,R$ 1.050.000,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-127m2-venda-RS1050000-id-2492068003/
"Rua Engenheiro Arthur Bettes, 49 - Portão, Curitiba - PR",102-108,R$ 708.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/evora-8279/
"Rua Guaianazes, 882 - Vila Izabel, Curitiba - PR",77-98,R$ 675.000,1-2 Vagas,2-3 Quartos,1-2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/stanford-9171/
"Rua Paraíba, 2150 - Guaíra, Curitiba - PR",60,R$ 430.000,2 Vagas,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-guaira-bairros-curitiba-com-garagem-60m2-venda-RS430000-id-2465938909/
"Rua Pará, 648 - Água Verde, Curitiba - PR",146,R$ 880.000,2 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-146m2-venda-RS880000-id-2463725703/
"Rua Professor Sebastião Paraná, 715 - Vila Izabel, Curitiba - PR",184,R$ 920.000,2 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-184m2-venda-RS920000-id-2492068137/
"Rua Duque de Caxias, 807 - São Francisco, Curitiba - PR",137,R$ 550.000,1 Vaga,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-sao-francisco-bairros-curitiba-com-garagem-137m2-venda-RS550000-id-2503989600/
"Rua Iapó, 1174 - Prado Velho, Curitiba - PR",33,R$ 240.000,-- Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-prado-velho-bairros-curitiba-33m2-venda-RS240000-id-2503591388/
"Rua Tenente Francisco Ferreira de Souza, 2310 - Boqueirão, Curitiba - PR",82,R$ 350.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boqueirao-bairros-curitiba-com-garagem-82m2-venda-RS350000-id-2506021193/
"Rua Monsenhor Ivo Zanlorenzi, 1760 - Mossunguê, Curitiba - PR",144,R$ 1.070.000,2 Vagas,4 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-4-quartos-mossungue-bairros-curitiba-com-garagem-144m2-venda-RS1070000-id-2509641305/
"Água Verde, Curitiba - PR",148,R$ 599.900,1 Vaga,4 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-agua-verde-bairros-curitiba-com-garagem-148m2-venda-RS599900-id-2496126265/
"Rua Saldanha Marinho - Bigorrilho, Curitiba - PR",181,R$ 1.100.000,2 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-181m2-venda-RS1100000-id-2496674392/
"Rua Vital Brasil, 112 - Água Verde, Curitiba - PR",87,R$ 781.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-87m2-venda-RS781000-id-2491609894/
"Rua Visconde de Nacar, 529 - Centro, Curitiba - PR",36,R$ 310.000,1 Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-36m2-venda-RS310000-id-2502773213/
"Travessa Doutor Flávio Luz, 389 - Juvevê, Curitiba - PR",269,R$ 1.550.000,3 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-juveve-bairros-curitiba-com-garagem-269m2-venda-RS1550000-id-2463725983/
"Rua Major França Gomes, 913 - Santa Quitéria, Curitiba - PR",79,R$ 295.000,2 Vagas,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-santa-quiteria-bairros-curitiba-com-garagem-79m2-venda-RS295000-id-2497556779/
"Rua Marechal Octávio Saldanha Mazza, 6650 - Capão Raso, Curitiba - PR",57,R$ 245.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capao-raso-bairros-curitiba-com-garagem-57m2-venda-RS245000-id-2504302585/
"Rua João Bonat, 1385 - Novo Mundo, Curitiba - PR",58,R$ 255.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-novo-mundo-bairros-curitiba-com-garagem-58m2-venda-RS255000-id-2498510423/
"Rua General Potiguara, 487 - Novo Mundo, Curitiba - PR",84,R$ 240.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-novo-mundo-bairros-curitiba-com-garagem-84m2-venda-RS240000-id-2510511757/
"Rua Francisco Torres, 143 - Centro, Curitiba - PR",31,R$ 220.000,1 Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-31m2-venda-RS220000-id-2509112492/
"Rua Nicolau Maeder, 191 - Alto da Glória, Curitiba - PR",143,R$ 700.000,2 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-com-garagem-143m2-venda-RS700000-id-2492066732/
"Rua Quintino Bocaiúva - Cabral, Curitiba - PR",273,R$ 4.102.200,3 Vagas,4 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabral-bairros-curitiba-com-garagem-273m2-venda-RS4102200-id-2510433246/
"Rua Quintino Bocaiúva, 227 - Cabral, Curitiba - PR",176,R$ 1.650.000,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-176m2-venda-RS1650000-id-2464474027/
"Rua Antônio Freitas Barbosa, 329 - Capão Raso, Curitiba - PR",49,R$ 239.900,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capao-raso-bairros-curitiba-com-garagem-49m2-venda-RS239900-id-2499244800/
"Rua Professor Pedro Viriato Parigot de Souza - Ecoville, Curitiba - PR",132,R$ 974.138,2 Vagas,4 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-ecoville-bairros-curitiba-com-garagem-132m2-venda-RS974138-id-2486550087/
"Cachoeira, Curitiba - PR",45,R$ 160.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cachoeira-bairros-curitiba-com-garagem-45m2-venda-RS160000-id-2499729626/
"Rua Engenheiro Niepce da Silva - Portão, Curitiba - PR",63,R$ 250.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-63m2-venda-RS250000-id-1040473669/
"Avenida Silva Jardim, 2751 - Água Verde, Curitiba - PR",199,R$ 2.608.000,3 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-199m2-venda-RS2608000-id-2503955285/
"Campo Comprido, Curitiba - PR",30,R$ 186.000,1 Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-campo-comprido-bairros-curitiba-com-garagem-30m2-venda-RS186000-id-2503044603/
"Fazendinha, Curitiba - PR",70,R$ 250.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-fazendinha-bairros-curitiba-com-garagem-70m2-venda-RS250000-id-2504179108/
"Rua Doutor Zamenhof, 55 - Alto da Glória, Curitiba - PR",63,R$ 415.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-alto-da-gloria-bairros-curitiba-com-garagem-63m2-venda-RS415000-id-2507682685/
"Ecoville, Curitiba - PR",266,R$ 3.050.000,4 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-266m2-venda-RS3050000-id-2492297200/
"Rua Nestor Victor - Água Verde, Curitiba - PR",77,R$ 514.412,2 Vagas,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-77m2-venda-RS514412-id-2478657331/
"Ecoville, Curitiba - PR",125,R$ 980.000,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-125m2-venda-RS980000-id-2492297702/
"Xaxim, Curitiba - PR",74,R$ 239.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-xaxim-bairros-curitiba-com-garagem-74m2-venda-RS239000-id-2493405977/
"Rua Morretes, 145 - Portão, Curitiba - PR",101,R$ 455.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-101m2-venda-RS455000-id-2494060897/
"Rua Gago Coutinho, 310 - Bacacheri, Curitiba - PR",86,R$ 552.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-86m2-venda-RS552000-id-2506221689/
"Rua Doutor Manoel Linhares de Lacerda, 84 - Capão Raso, Curitiba - PR",74,R$ 360.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capao-raso-bairros-curitiba-com-garagem-74m2-venda-RS360000-id-2497162941/
"Rua Cândido Xavier - Água Verde, Curitiba - PR",159,R$ 895.000,2 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-159m2-venda-RS895000-id-2488674033/
"Rua Engenheiro Arthur Bettes, 49 - Portão, Curitiba - PR",102-108,R$ 708.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/evora-8279/
"Rua Guaianazes, 882 - Vila Izabel, Curitiba - PR",77-98,R$ 675.000,1-2 Vagas,2-3 Quartos,1-2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/stanford-9171/
"Travessa Madre Júlia, 127 - Cristo Rei, Curitiba - PR",69,R$ 470.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-rei-bairros-curitiba-com-garagem-69m2-venda-RS470000-id-2496659514/
"Alameda Cabral, 697 - São Francisco, Curitiba - PR",95,R$ 760.000,2 Vagas,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-sao-francisco-bairros-curitiba-com-garagem-95m2-venda-RS760000-id-2503707818/
"Alameda Júlia da Costa, 988 - Bigorrilho, Curitiba - PR",55,R$ 290.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-com-garagem-55m2-venda-RS290000-id-2506057787/
"Rua Murilo do Amaral Ferreira - Água Verde, Curitiba - PR",226,R$ 2.428.310,3 Vagas,4 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-agua-verde-bairros-curitiba-com-garagem-226m2-venda-RS2428310-id-2506950197/
"Batel, Curitiba - PR",83,R$ 1.116.319,1 Vaga,1 Quarto,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-1-quartos-batel-bairros-curitiba-com-garagem-83m2-venda-RS1116319-id-2500632850/
"Rua Guilherme Pugsley - Água Verde, Curitiba - PR",80,R$ 350.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-80m2-venda-RS350000-id-2448155286/
"Travessa Capitão Clementino Paraná, 130 - Água Verde, Curitiba - PR",71,R$ 375.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-71m2-venda-RS375000-id-2510836706/
"Rua Acyr Guimarães, 01 - Batel, Curitiba - PR",308,R$ 1.990.000,2 Vagas,4 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-batel-bairros-curitiba-com-garagem-308m2-venda-RS1990000-id-2492068400/
"Rua Padre Dehon, 1059 - Hauer, Curitiba - PR",57,R$ 225.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-hauer-bairros-curitiba-com-garagem-57m2-venda-RS225000-id-2509751573/
"Avenida Silva Jardim, 3243 - Água Verde, Curitiba - PR",154,R$ 1.200.000,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-154m2-venda-RS1200000-id-2492068775/
"Rua Casemiro Augusto Rodacki, 341 - Cidade Industrial, Curitiba - PR",52,R$ 220.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-bairros-curitiba-com-garagem-52m2-venda-RS220000-id-2504217349/
"Rua Santa Catarina, 101 - Água Verde, Curitiba - PR",104,R$ 500.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-104m2-venda-RS500000-id-2462763975/
"Rua Deputado Heitor Alencar Furtado, 3320 - Ecoville, Curitiba - PR",373,R$ 3.390.000,5 Vagas,4 Quartos,6 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-ecoville-bairros-curitiba-com-garagem-373m2-venda-RS3390000-id-2473605594/
"Rua Alferes Ângelo Sampaio, 1000 - Batel, Curitiba - PR",133,R$ 1.400.000,2 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-batel-bairros-curitiba-com-garagem-133m2-venda-RS1400000-id-2505320090/
"Rua Desembargador Isaías Bevilaqua, 212 - Mercês, Curitiba - PR",108,R$ 399.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-merces-bairros-curitiba-com-garagem-108m2-venda-RS399000-id-2489856331/
"Alto da Rua XV, Curitiba - PR",103,R$ 670.000,3 Vagas,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-rua-xv-bairros-curitiba-com-garagem-103m2-venda-RS670000-id-2446343882/
"Rua São Pedro, 61 - Cabral, Curitiba - PR",230,R$ 1.890.000,3 Vagas,4 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-cabral-bairros-curitiba-com-garagem-230m2-venda-RS1890000-id-2463724310/
"Rua Engenheiros Rebouças, 2623 - Rebouças, Curitiba - PR",76,R$ 185.000,-- Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-reboucas-bairros-curitiba-76m2-venda-RS185000-id-2510131718/
"Rua Ildefonso Stockler de França, 260 - Novo Mundo, Curitiba - PR",17,R$ 135.400,-- Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-novo-mundo-bairros-curitiba-17m2-venda-RS135400-id-2499393319/
"Rua Rezala Simão, 650 - Santa Quitéria, Curitiba - PR",50,R$ 197.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-santa-quiteria-bairros-curitiba-com-garagem-50m2-venda-RS197000-id-2508223391/
"Rua João Dembinski, 2380 - Cidade Industrial, Curitiba - PR",53,R$ 185.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cidade-industrial-bairros-curitiba-com-garagem-53m2-venda-RS185000-id-2490993384/
"Rua Paraíba - Guaíra, Curitiba - PR",102,R$ 619.909,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-guaira-bairros-curitiba-com-garagem-102m2-venda-RS619909-id-2442441801/
"Rua Guararapes - Vila Izabel, Curitiba - PR",103,R$ 801.776,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-103m2-venda-RS801776-id-2482654894/
"Rua Professor Assis Gonçalves - Água Verde, Curitiba - PR",104,R$ 460.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-104m2-venda-RS460000-id-2508723479/
"Rua Coronel Joaquim Ignácio Taborda Ribas, 896 - Bigorrilho, Curitiba - PR",57,R$ 315.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-com-garagem-57m2-venda-RS315000-id-2510854576/
"Avenida Iguaçu, 1072 - Centro, Curitiba - PR",97,R$ 300.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-centro-bairros-curitiba-com-garagem-97m2-venda-RS300000-id-2500291732/
"Rua Senador Accioly Filho, 1240 - Cidade Industrial, Curitiba - PR",60,R$ 162.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cidade-industrial-bairros-curitiba-com-garagem-60m2-venda-RS162000-id-2481957376/
"Rua Vinte e Nove de Junho - Bacacheri, Curitiba - PR",72,R$ 441.969,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bacacheri-bairros-curitiba-com-garagem-72m2-venda-RS441969-id-2510828382/
"Rua General Carneiro, 885 - Alto da Glória, Curitiba - PR",380,R$ 1.500.000,3 Vagas,4 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-alto-da-gloria-bairros-curitiba-com-garagem-380m2-venda-RS1500000-id-2492067094/
"Rua Abílio Peixoto - Cabral, Curitiba - PR",93,R$ 640.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-93m2-venda-RS640000-id-2504595113/
"Rua Campos Sales, 1085 - Alto da Glória, Curitiba - PR",171,R$ 1.750.000,3 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-com-garagem-171m2-venda-RS1750000-id-2509123194/
"Rua Eduardo Carlos Pereira, 4021 - Novo Mundo, Curitiba - PR",82,R$ 450.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-novo-mundo-bairros-curitiba-com-garagem-82m2-venda-RS450000-id-2507108781/
"Rua Santa Rita de Cássia - Ahú, Curitiba - PR",90,R$ 780.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ahu-bairros-curitiba-com-garagem-90m2-venda-RS780000-id-2487944946/
"Rua São Bento - Hauer, Curitiba - PR",45,R$ 225.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-hauer-bairros-curitiba-com-garagem-45m2-venda-RS225000-id-2488776607/
"Alameda Cabral - Mercês, Curitiba - PR",96,R$ 828.000,2 Vagas,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-merces-bairros-curitiba-com-garagem-96m2-venda-RS828000-id-2481288937/
"Ecoville, Curitiba - PR",89,R$ 690.000,2 Vagas,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ecoville-bairros-curitiba-com-garagem-89m2-venda-RS690000-id-2507575691/
"Rua Engenheiro Arthur Bettes, 49 - Portão, Curitiba - PR",102-108,R$ 708.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/evora-8279/
"Rua Guaianazes, 882 - Vila Izabel, Curitiba - PR",77-98,R$ 675.000,1-2 Vagas,2-3 Quartos,1-2 Banheiros,https://www.vivareal.com.br/imoveis-lancamento/stanford-9171/
"Rua Mandirituba, 2250 - Sitio Cercado, Curitiba - PR",42,R$ 150.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-sitio-cercado-bairros-curitiba-com-garagem-42m2-venda-RS150000-id-2471592209/
"Rua Brasil Paraná de Cristo, 185 - Pinheirinho, Curitiba - PR",38,R$ 178.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-38m2-venda-RS178000-id-2508792686/
"Rua Professor Pedro Viriato Parigot de Souza, 1501 - Ecoville, Curitiba - PR",380,R$ 3.200.000,4 Vagas,3 Quartos,5 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ecoville-bairros-curitiba-com-garagem-380m2-venda-RS3200000-id-2492067902/
"Rua Santa Rita de Cássia, 35 - Ahú, Curitiba - PR",125,R$ 780.000,2 Vagas,4 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-ahu-bairros-curitiba-com-garagem-125m2-venda-RS780000-id-2510315419/
"Rua Guilherme Pugsley - Água Verde, Curitiba - PR",158,R$ 860.000,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-158m2-venda-RS860000-id-2509199005/
"Rua Marechal Deodoro, 1340 - Centro, Curitiba - PR",65,R$ 464.750,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-curitiba-com-garagem-65m2-venda-RS464750-id-2507759002/
"Rua Fúlvio José Alice - Bairro Alto, Curitiba - PR",57,R$ 209.900,-- Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bairro-alto-bairros-curitiba-57m2-venda-RS209900-id-2503491676/
"Rua Antônio Lago, 35 - Boa Vista, Curitiba - PR",64,R$ 484.900,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-vista-bairros-curitiba-com-garagem-64m2-venda-RS484900-id-2507757791/
"Novo Mundo, Curitiba - PR",38,R$ 201.900,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-novo-mundo-bairros-curitiba-com-garagem-38m2-venda-RS201900-id-2503545164/
"Rua Guilherme Pugsley, 2245 - Água Verde, Curitiba - PR",80,R$ 560.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-80m2-venda-RS560000-id-2466063076/
"Rua Santa Catarina, 101 - Água Verde, Curitiba - PR",105,R$ 519.900,1 Vaga,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-105m2-venda-RS519900-id-2505943614/
"Campo Comprido, Curitiba - PR",82,R$ 540.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-campo-comprido-bairros-curitiba-com-garagem-82m2-venda-RS540000-id-2506965738/
"Rua José Izidoro Biazetto - Campo Comprido, Curitiba - PR",159,R$ 898.405,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-159m2-venda-RS898405-id-2508821981/
"Rua Eduardo Aguirre Calabresi - Cristo Rei, Curitiba - PR",59,R$ 260.000,1 Vaga,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-rei-bairros-curitiba-com-garagem-59m2-venda-RS260000-id-2508494927/
"Rua Joaquim Telêmaco Carneiro - Santa Cândida, Curitiba - PR",48,R$ 160.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-santa-candida-bairros-curitiba-com-garagem-48m2-venda-RS160000-id-2504798993/
"Rua Luísa Dariva, 99 - Campina do Siqueira, Curitiba - PR",437,R$ 7.510.000,5 Vagas,4 Quartos,6 Banheiros,https://www.vivareal.com.br/imovel/apartamento-4-quartos-campina-do-siqueira-bairros-curitiba-com-garagem-437m2-venda-RS7510000-id-2505993882/
"Rua Jovino do Rosário, 1526 - Boa Vista, Curitiba - PR",51,R$ 396.000,1 Vaga,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-vista-bairros-curitiba-com-garagem-51m2-venda-RS396000-id-2496128053/
"Rua Juvenal Carvalho, 80 - Fazendinha, Curitiba - PR",41,R$ 150.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-fazendinha-bairros-curitiba-com-garagem-41m2-venda-RS150000-id-2488800187/
"Rua Arary Souto - Bacacheri, Curitiba - PR",50,R$ 235.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-bacacheri-bairros-curitiba-com-garagem-50m2-venda-RS235000-id-2503653385/
"Rua Rogério Pereira de Camargo, 1119 - Cidade Industrial, Curitiba - PR",52,R$ 259.000,1 Vaga,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-industrial-bairros-curitiba-com-garagem-52m2-venda-RS259000-id-2498589684/
"Cidade Industrial, Curitiba - PR",109,R$ 982.399,2 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cidade-industrial-bairros-curitiba-com-garagem-109m2-venda-RS982399-id-2507575493/
"Avenida Santa Bernadethe, 730 - Lindóia, Curitiba - PR",57,R$ 210.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-lindoia-bairros-curitiba-com-garagem-57m2-venda-RS210000-id-2497498411/
"Rua José Alcides de Lima, 1950 - Capão Raso, Curitiba - PR",60,R$ 225.000,1 Vaga,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capao-raso-bairros-curitiba-com-garagem-60m2-venda-RS225000-id-2436943100/
"Rua Iapó, 1174 - Rebouças, Curitiba - PR",33,R$ 240.000,-- Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-reboucas-bairros-curitiba-33m2-venda-RS240000-id-2503589722/
"Rua São Januário, 223 - Jardim Botânico, Curitiba - PR",93,R$ 450.000,2 Vagas,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-botanico-bairros-curitiba-com-garagem-93m2-venda-RS450000-id-2502104599/
"Rua João Américo de Oliveira, 865 - Cabral, Curitiba - PR",350,R$ 3.950.000,5 Vagas,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-350m2-venda-RS3950000-id-2492067318/
"Rua Deputado Mário de Barros, 1158 - Centro Cívico, Curitiba - PR",19,R$ 200.000,1 Vaga,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-civico-bairros-curitiba-com-garagem-19m2-venda-RS200000-id-2490011195/
